codigo_anonimo,escuela_profesional,semestre_actual,sgpa_previo,cgpa_actual,creditos_completados,asistencia_promedio_pct,estado_observado,desaprobo_alguna_asignatura,horas_estudio_diarias,horas_redes_diarias,horas_habilidades_diarias,edad,ingreso_familiar_mensual_soles,beca_subvencion_economica,anio_egreso_secundaria,planea_matricularse_prox_ciclo,probabilidad_matricula_pct,motivo_no_matricula,promedio_final_ciclo_actual
P0624,Ciencia de la Computación,9,8.86,13.44,133,77.0,No,Sí,6.0,11.0,6.0,22,2927,No,2018,No,48,Exceso de carga laboral,9.85
P0625,Ciencia de la Computación,8,13.13,18.41,97,100.0,No,Sí,8.0,2.0,4.0,21,5997,No,2020,Sí,84,,8.68
P0626,Ingeniería de Sistemas,8,6.54,12.88,143,81.0,No,Sí,4.0,3.0,2.0,25,5238,No,2018,Sí,59,,4.76
P0627,Ingeniería de Software,7,14.28,15.53,77,70.0,No,Sí,1.0,5.0,1.0,22,1173,No,2018,Sí,41,,8.56
P0628,Ingeniería de Software,3,14.74,14.13,35,80.0,No,Sí,4.0,1.0,2.0,20,2414,No,2020,Sí,33,,10.08
P0629,Ingeniería de Sistemas,7,15.98,17.01,124,90.0,No,Sí,1.0,1.0,4.0,25,3093,No,2017,Sí,48,,8.89
P0630,Ingeniería de Sistemas,9,13.44,19.19,123,68.0,No,Sí,3.0,3.0,4.0,24,6359,No,2018,No,97,Falta de motivación,9.98
P0631,Ingeniería de Software,1,0.37,1.31,0,98.0,Sí,Sí,2.0,3.0,0.0,20,3435,No,2021,Sí,15,,2.65
P0632,Ingeniería de Sistemas,2,20.0,19.02,11,99.0,No,No,5.0,1.0,1.0,19,2022,No,2020,Sí,51,,12.23
P0633,Ingeniería de Sistemas,8,14.05,16.55,75,90.0,No,Sí,5.0,2.0,1.0,22,10000,No,2019,Sí,96,,9.14
P0634,Ciencia de la Computación,5,10.76,16.93,87,100.0,No,Sí,6.0,3.0,2.0,20,4124,No,2021,Sí,64,,10.69
P0635,Ingeniería de Software,2,15.81,15.81,11,90.0,No,No,2.0,3.0,2.0,21,1568,No,2020,No,31,Problemas económicos,13.89
P0636,Ingeniería de Software,8,17.76,17.1,87,100.0,No,Sí,4.0,3.0,4.0,22,4923,No,2019,Sí,81,,9.21
P0637,Ingeniería de Sistemas,8,18.74,18.38,87,97.0,No,No,2.0,3.0,1.0,21,600,No,2019,Sí,12,,11.28
P0638,Ciencia de la Computación,8,13.69,16.6,88,90.0,No,Sí,4.0,3.0,1.0,21,2700,No,2019,No,20,Bajo rendimiento,9.87
P0639,Ingeniería de Software,9,12.16,17.51,103,67.0,No,Sí,1.0,2.0,2.0,20,4011,No,2020,Sí,58,,9.67
P0640,Ingeniería de Sistemas,7,12.53,12.75,70,40.0,No,Sí,3.0,4.0,2.0,23,3442,No,2018,Sí,42,,10.26
P0641,Ingeniería de Sistemas,9,12.14,17.95,143,100.0,No,Sí,5.0,5.0,1.0,22,8174,No,2018,Sí,85,,8.97
P0642,Ciencia de la Computación,8,14.78,20.0,100,100.0,No,No,3.0,3.0,4.0,20,10000,No,2020,Sí,90,,12.39
P0643,Ciencia de la Computación,2,14.27,13.14,12,100.0,No,Sí,2.0,2.0,3.0,20,5777,No,2021,Sí,74,,8.89
P0644,Ingeniería de Software,9,9.47,13.52,136,100.0,No,Sí,2.0,3.0,2.0,20,3621,No,2020,Sí,37,,10.05
P0645,Ingeniería de Sistemas,8,7.52,12.59,101,100.0,No,Sí,4.0,2.0,2.0,21,4929,No,2020,Sí,71,,5.63
P0646,Ingeniería de Sistemas,7,13.62,19.34,143,35.0,No,Sí,5.0,3.0,2.0,25,8676,No,2018,Sí,100,,7.95
P0647,Ciencia de la Computación,3,9.81,17.45,32,98.0,No,Sí,4.0,2.0,5.0,20,1060,No,2020,Sí,33,,6.37
P0648,Ciencia de la Computación,2,19.15,18.65,12,90.0,No,No,2.0,2.0,1.0,20,1775,No,2019,No,39,Bajo rendimiento,12.61
P0649,Ingeniería de Software,8,13.22,13.72,120,75.0,No,Sí,2.0,5.0,1.0,23,1380,No,2016,Sí,23,,10.05
P0650,Ingeniería de Sistemas,4,14.0,15.18,36,90.0,No,No,3.0,3.0,1.0,22,2986,No,2019,Sí,47,,11.67
P0651,Ingeniería de Sistemas,5,14.69,18.76,61,100.0,No,Sí,3.0,3.0,4.0,20,3383,No,2021,No,64,Falta de motivación,10.08
P0652,Ingeniería de Sistemas,9,12.96,16.51,100,70.0,No,Sí,2.0,4.0,4.0,23,10000,No,2017,Sí,100,,8.0
P0653,Ingeniería de Sistemas,9,8.57,14.77,101,100.0,Sí,Sí,2.0,3.0,4.0,20,4816,No,2020,Sí,51,,6.0
P0654,Ciencia de la Computación,7,13.33,19.63,132,100.0,No,No,1.0,2.0,3.0,23,2643,No,2018,Sí,41,,12.73
P0655,Ciencia de la Computación,1,0.37,0.79,0,100.0,No,Sí,4.0,3.0,1.0,19,2521,No,2021,Sí,23,,0.0
P0656,Ingeniería de Sistemas,3,15.07,13.43,24,90.0,No,No,2.0,1.0,1.0,20,2691,No,2020,Sí,49,,11.38
P0657,Ingeniería de Sistemas,8,7.55,13.77,143,75.0,Sí,Sí,3.0,3.0,1.0,24,3697,No,2019,Sí,24,,6.25
P0658,Ingeniería de Software,8,11.37,17.36,143,100.0,No,Sí,3.0,3.0,2.0,25,5470,No,2018,Sí,72,,4.75
P0659,Ingeniería de Software,10,10.09,17.35,85,100.0,No,Sí,3.0,5.0,2.0,24,5127,No,2019,Sí,80,,6.11
P0660,Ciencia de la Computación,8,12.63,10.59,18,100.0,No,No,4.0,4.0,2.0,23,10000,No,2020,Sí,100,,11.03
P0661,Ingeniería de Sistemas,9,8.57,13.78,100,50.0,No,Sí,1.0,8.0,1.0,22,3958,No,2021,No,41,Falta de motivación,7.07
P0662,Ciencia de la Computación,2,17.99,18.1,12,95.0,No,No,3.0,3.0,1.0,20,1913,No,2020,Sí,34,,13.31
P0663,Ingeniería de Sistemas,2,16.41,18.37,14,100.0,No,No,3.0,2.0,3.0,20,2589,No,2020,Sí,44,,12.85
P0664,Ingeniería de Software,10,8.37,12.7,132,77.0,No,Sí,3.0,5.0,1.0,24,4625,No,2019,Sí,63,,4.48
P0665,Ingeniería de Software,10,14.26,19.26,136,100.0,No,No,1.0,10.0,1.0,21,3562,No,2019,No,46,Salud u otros,11.46
P0666,Ciencia de la Computación,8,13.92,15.48,88,90.0,No,Sí,4.0,4.0,2.0,22,657,No,2019,Sí,19,,7.96
P0667,Ingeniería de Software,4,15.3,17.96,35,70.0,No,Sí,2.0,4.0,4.0,19,2351,No,2020,Sí,19,,6.28
P0668,Ingeniería de Software,10,6.62,13.52,137,100.0,Sí,Sí,2.0,2.0,4.0,20,5076,No,2020,Sí,45,,6.1
P0669,Ingeniería de Software,2,14.02,15.23,15,80.0,No,No,4.0,3.0,3.0,22,2757,No,2018,No,45,Bajo rendimiento,14.49
P0670,Ingeniería de Software,2,20.0,20.0,11,90.0,No,Sí,3.0,3.0,2.0,20,2917,No,2020,Sí,51,,10.8
P0671,Ingeniería de Sistemas,9,9.78,15.45,136,100.0,No,Sí,1.0,7.0,3.0,21,3606,No,2018,Sí,61,,7.56
P0672,Ingeniería de Sistemas,2,18.85,19.53,11,100.0,No,No,2.0,1.0,2.0,21,2996,No,2019,No,43,Salud u otros,13.95
P0673,Ciencia de la Computación,7,15.28,20.0,66,100.0,No,Sí,1.0,2.0,2.0,23,3423,No,2019,Sí,65,,10.97
P0674,Ingeniería de Software,2,13.66,16.16,11,90.0,No,Sí,7.0,5.0,2.0,20,2494,No,2020,No,30,Salud u otros,8.78
P0675,Ingeniería de Sistemas,9,11.93,17.87,123,87.0,No,Sí,1.0,3.0,4.0,20,4420,No,2021,Sí,66,,10.86
P0676,Ingeniería de Sistemas,8,15.46,15.29,130,80.0,No,Sí,1.0,2.0,2.0,23,2509,No,2017,Sí,38,,7.07
P0677,Ciencia de la Computación,3,17.9,18.21,23,90.0,No,No,4.0,3.0,4.0,21,2130,No,2020,Sí,44,,11.78
P0678,Ingeniería de Sistemas,4,14.41,15.96,36,95.0,No,No,6.0,3.0,3.0,21,1492,No,2019,No,36,Falta de motivación,13.24
P0679,Ingeniería de Software,10,12.28,17.31,122,60.0,No,Sí,1.0,3.0,3.0,25,4424,No,2017,Sí,55,,3.2
P0680,Ingeniería de Sistemas,4,13.37,14.2,36,80.0,No,Sí,3.0,2.0,1.0,22,3014,No,2019,Sí,36,,8.84
P0681,Ciencia de la Computación,5,9.95,14.06,66,90.0,Sí,Sí,4.0,6.0,2.0,20,3021,No,2020,No,16,Exceso de carga laboral,7.98
P0682,Ingeniería de Sistemas,9,13.5,15.0,126,100.0,No,No,3.0,3.0,3.0,22,3709,No,2018,Sí,65,,11.35
P0683,Ingeniería de Software,9,15.51,15.5,101,95.0,No,No,2.0,2.0,2.0,23,2611,No,2016,Sí,49,,11.06
P0684,Ingeniería de Software,8,7.47,13.19,143,75.0,No,Sí,3.0,3.0,1.0,24,4074,No,2019,Sí,49,,5.6
P0685,Ingeniería de Sistemas,1,1.22,0.27,0,100.0,Sí,Sí,2.0,7.0,0.0,21,3176,No,2019,No,29,Falta de motivación,0.0
P0686,Ciencia de la Computación,8,18.91,19.05,84,90.0,No,Sí,4.0,1.0,2.0,22,4230,No,2019,Sí,76,,10.09
P0687,Ciencia de la Computación,3,9.94,15.23,35,63.0,No,Sí,4.0,4.0,2.0,19,4472,No,2022,Sí,63,,9.83
P0688,Ingeniería de Sistemas,7,20.0,19.36,75,97.0,No,No,6.0,1.0,1.0,22,2101,No,2019,Sí,40,,18.17
P0689,Ingeniería de Sistemas,8,14.11,16.86,87,90.0,No,Sí,3.0,5.0,2.0,22,3313,No,2018,No,41,Bajo rendimiento,10.84
P0690,Ingeniería de Sistemas,5,7.99,12.27,50,80.0,Sí,Sí,2.0,3.0,3.0,20,2875,No,2020,Sí,24,,7.97
P0691,Ingeniería de Sistemas,9,13.54,17.26,123,68.0,No,No,3.0,3.0,4.0,24,6933,No,2018,Sí,83,,11.56
P0692,Ingeniería de Software,3,17.83,18.62,24,90.0,No,No,3.0,1.0,2.0,21,3061,No,2019,No,70,Problemas económicos,15.12
P0693,Ingeniería de Sistemas,7,9.83,12.32,79,75.0,No,Sí,1.0,1.0,1.0,20,3608,No,2019,Sí,56,,4.75
P0694,Ingeniería de Software,2,13.39,16.44,11,90.0,No,Sí,5.0,2.0,1.0,21,2100,No,2021,Sí,39,,10.24
P0695,Ingeniería de Software,2,13.98,13.51,12,90.0,No,Sí,2.0,3.0,2.0,20,1353,No,2020,No,34,Salud u otros,4.68
P0696,Ciencia de la Computación,3,20.0,19.69,24,85.0,No,No,1.0,2.0,2.0,21,3107,No,2019,Sí,58,,12.25
P0697,Ciencia de la Computación,10,13.56,19.77,126,80.0,No,Sí,6.0,3.0,2.0,21,5059,No,2018,Sí,67,,10.3
P0698,Ingeniería de Sistemas,2,19.79,16.39,11,88.0,No,No,5.0,1.0,2.0,20,1979,No,2020,No,36,Falta de motivación,13.6
P0699,Ingeniería de Software,2,18.32,0.0,11,90.0,No,No,4.0,5.0,3.0,21,1673,No,2019,No,33,Salud u otros,12.19
P0700,Ciencia de la Computación,10,13.2,18.14,135,100.0,No,Sí,2.0,2.0,1.0,20,3579,No,2020,No,63,Falta de motivación,10.47
P0701,Ciencia de la Computación,9,9.18,15.03,137,100.0,Sí,Sí,3.0,6.0,3.0,22,4442,No,2019,Sí,54,,6.2
P0702,Ingeniería de Sistemas,10,16.1,16.86,88,90.0,No,No,4.0,1.0,1.0,20,2619,No,2019,Sí,43,,14.49
P0703,Ingeniería de Software,4,13.54,16.01,36,95.0,No,No,5.0,1.0,2.0,22,1932,No,2019,Sí,40,,13.76
P0704,Ingeniería de Sistemas,4,9.78,13.03,24,80.0,Sí,Sí,4.0,2.0,1.0,22,1252,No,2021,No,9,Salud u otros,12.68
P0705,Ciencia de la Computación,9,13.23,19.2,127,100.0,No,Sí,5.0,3.0,4.0,20,2732,No,2020,Sí,45,,7.45
P0706,Ingeniería de Sistemas,10,12.73,19.06,135,100.0,No,Sí,2.0,2.0,1.0,20,3495,No,2020,Sí,36,,5.6
P0707,Ingeniería de Software,8,17.02,17.37,87,100.0,No,Sí,4.0,3.0,4.0,22,4780,No,2019,Sí,66,,10.23
P0708,Ciencia de la Computación,2,16.6,18.42,11,100.0,No,No,5.0,2.0,5.0,20,1031,No,2020,No,20,Bajo rendimiento,13.37
P0709,Ingeniería de Software,6,6.35,12.85,70,68.0,No,Sí,4.0,3.0,4.0,20,4684,No,2021,Sí,34,,4.26
P0710,Ingeniería de Sistemas,2,13.49,16.85,11,97.0,No,Sí,3.0,2.0,2.0,21,600,No,2020,No,27,Problemas económicos,10.34
P0711,Ingeniería de Software,7,13.73,17.29,143,100.0,No,Sí,4.0,2.0,1.0,20,7212,No,2020,Sí,93,,7.68
P0712,Ingeniería de Software,8,17.53,17.66,87,80.0,No,No,2.0,1.0,3.0,21,2449,No,2019,Sí,39,,17.03
P0713,Ingeniería de Software,2,13.39,15.8,11,95.0,No,No,5.0,1.0,2.0,21,1703,No,2020,No,23,Problemas económicos,12.48
P0714,Ingeniería de Sistemas,3,11.62,11.13,20,100.0,No,Sí,2.0,5.0,1.0,20,2130,No,2020,Sí,28,,10.23
P0715,Ciencia de la Computación,9,11.48,17.19,143,100.0,No,Sí,4.0,2.0,1.0,20,7029,No,2020,Sí,99,,7.27
P0716,Ingeniería de Software,5,8.5,14.96,72,23.0,Sí,Sí,2.0,3.0,4.0,22,3109,No,2021,No,15,Problemas económicos,9.63
P0717,Ingeniería de Sistemas,7,14.74,15.75,77,70.0,No,Sí,1.0,5.0,1.0,22,1333,No,2018,Sí,23,,8.8
P0718,Ingeniería de Software,5,14.35,16.32,50,95.0,No,Sí,4.0,1.0,4.0,20,1488,No,2019,Sí,32,,9.96
P0719,Ingeniería de Sistemas,9,12.48,19.92,123,100.0,No,No,3.0,2.0,2.0,21,4849,No,2021,Sí,86,,12.57
P0720,Ingeniería de Sistemas,6,9.8,14.06,88,100.0,No,Sí,1.0,2.0,4.0,21,8087,No,2021,Sí,100,,4.62
P0721,Ingeniería de Software,6,11.63,17.78,56,100.0,No,Sí,2.0,3.0,1.0,21,3481,No,2019,Sí,52,,5.35
P0722,Ciencia de la Computación,2,17.24,17.67,14,100.0,No,No,3.0,2.0,3.0,20,2273,No,2020,No,54,Problemas económicos,11.66
P0723,Ciencia de la Computación,8,15.23,13.36,115,80.0,No,Sí,1.0,12.0,4.0,25,1460,No,2013,Sí,32,,10.5
P0724,Ingeniería de Sistemas,2,19.3,19.17,11,95.0,No,No,3.0,1.0,2.0,22,1108,No,2020,No,26,Salud u otros,12.37
P0725,Ingeniería de Software,7,7.23,13.64,136,100.0,Sí,Sí,3.0,2.0,1.0,23,3103,No,2019,Sí,28,,3.1465850619056805
P0726,Ingeniería de Software,8,17.36,18.57,87,96.0,No,No,3.0,1.0,2.0,21,1023,No,2018,Sí,38,,11.24
P0727,Ingeniería de Sistemas,1,0.0,0.03,0,100.0,Sí,Sí,4.0,3.0,1.0,19,2433,No,2021,No,18,Exceso de carga laboral,0.78
P0728,Ciencia de la Computación,4,12.6,18.04,68,100.0,No,Sí,2.0,4.0,1.0,19,9244,No,2021,Sí,87,,5.22
P0729,Ingeniería de Sistemas,2,17.9,16.93,12,90.0,No,No,3.0,2.0,4.0,22,1009,No,2019,No,36,Problemas económicos,14.17
P0730,Ingeniería de Sistemas,3,17.33,16.0,23,100.0,No,No,2.0,4.0,2.0,21,2918,No,2020,No,49,Exceso de carga laboral,14.11
P0731,Ingeniería de Software,8,13.31,15.58,126,85.0,No,Sí,3.0,1.0,2.0,23,2844,No,2017,Sí,34,,7.8
P0732,Ingeniería de Software,10,13.32,18.65,116,70.0,No,Sí,2.0,8.0,1.0,20,2171,No,2019,No,37,Falta de motivación,9.06
P0733,Ingeniería de Sistemas,9,14.47,19.0,129,76.0,No,Sí,3.0,3.0,3.0,20,2742,No,2020,No,53,Falta de motivación,10.76
P0734,Ingeniería de Sistemas,7,12.42,16.49,126,100.0,No,Sí,1.0,2.0,2.0,23,829,No,2017,Sí,35,,3.72
P0735,Ingeniería de Software,2,14.1,17.69,28,100.0,No,No,5.0,5.0,3.0,21,2040,No,2022,Sí,47,,12.8
P0736,Ciencia de la Computación,8,14.17,14.59,88,95.0,No,Sí,2.0,3.0,3.0,20,1163,No,2019,Sí,32,,8.22
P0737,Ingeniería de Software,2,20.0,19.09,11,95.0,No,No,4.0,1.0,2.0,20,2372,No,2020,Sí,39,,12.38
P0738,Ingeniería de Sistemas,7,11.22,16.19,102,90.0,No,Sí,3.0,5.0,2.0,20,3379,No,2020,No,57,Bajo rendimiento,6.21
P0739,Ingeniería de Sistemas,10,16.11,15.17,105,99.0,No,No,3.0,2.0,1.0,21,3514,No,2018,Sí,62,,11.26
P0740,Ingeniería de Software,7,19.32,16.2,73,100.0,No,No,6.0,3.0,2.0,23,2086,No,2018,Sí,42,,15.18
P0741,Ingeniería de Software,8,19.94,20.0,130,90.0,No,No,6.0,1.0,3.0,24,2521,No,2017,Sí,38,,12.97
P0742,Ingeniería de Software,2,15.57,15.4,14,80.0,No,Sí,4.0,1.0,1.0,21,1326,No,2020,Sí,26,,8.74
P0743,Ingeniería de Software,6,7.74,13.34,88,100.0,No,Sí,7.0,3.0,2.0,21,1866,No,2021,Sí,39,,10.73
P0744,Ingeniería de Software,7,13.18,18.65,112,100.0,No,Sí,2.0,6.0,1.0,21,2735,No,2020,Sí,53,,9.33
P0745,Ingeniería de Software,5,14.56,14.66,65,80.0,No,Sí,3.0,5.0,2.0,21,1221,No,2020,Sí,24,,10.37
P0746,Ingeniería de Software,10,14.41,18.42,126,90.0,No,No,4.0,2.0,1.0,22,2334,No,2019,No,43,Exceso de carga laboral,12.53
P0747,Ciencia de la Computación,9,13.2,18.38,103,100.0,No,Sí,3.0,3.0,4.0,20,7769,No,2020,Sí,100,,10.31
P0748,Ciencia de la Computación,2,17.15,17.6,12,95.0,No,Sí,6.0,2.0,2.0,18,1965,No,2020,No,32,Falta de motivación,10.1
P0749,Ciencia de la Computación,2,7.28,7.42,5,90.0,Sí,Sí,3.0,2.0,2.0,21,3043,No,2019,Sí,8,,8.82
P0750,Ingeniería de Software,9,19.14,14.73,100,99.0,No,Sí,3.0,2.0,7.0,22,1078,No,2019,No,40,Bajo rendimiento,9.45
P0751,Ingeniería de Sistemas,9,13.82,15.59,136,80.0,No,Sí,3.0,2.0,2.0,23,6215,No,2017,Sí,81,,7.45
P0752,Ingeniería de Sistemas,7,7.69,14.04,88,50.0,Sí,Sí,3.0,2.0,4.0,20,5358,No,2021,Sí,32,,5.71
P0753,Ingeniería de Sistemas,6,8.42,14.69,80,56.0,Sí,Sí,2.0,2.0,2.0,20,4158,No,2020,Sí,34,,8.68
P0754,Ingeniería de Software,2,15.15,14.97,11,80.0,No,No,1.0,6.0,1.0,20,1350,No,2020,Sí,35,,12.27
P0755,Ingeniería de Sistemas,7,12.17,18.39,100,100.0,No,Sí,3.0,5.0,2.0,19,5073,No,2021,Sí,70,,4.48
P0756,Ingeniería de Software,8,17.96,16.72,126,90.0,No,No,2.0,1.0,2.0,22,1223,No,2018,Sí,31,,14.5
P0757,Ingeniería de Sistemas,7,12.66,19.3,100,100.0,No,Sí,3.0,5.0,2.0,19,4486,No,2021,Sí,86,,10.37
P0758,Ingeniería de Software,4,12.4,14.43,23,90.0,No,Sí,3.0,2.0,2.0,20,6096,No,2019,Sí,82,,7.74
P0759,Ingeniería de Software,7,17.38,14.62,80,80.0,No,Sí,2.0,2.0,1.0,22,2380,No,2019,Sí,17,,9.04
P0760,Ciencia de la Computación,8,13.77,15.64,88,90.0,No,Sí,4.0,4.0,2.0,22,775,No,2019,Sí,46,,9.35
P0761,Ingeniería de Sistemas,4,14.04,15.85,36,100.0,No,No,5.0,2.0,1.0,22,948,No,2020,Sí,32,,11.66
P0762,Ingeniería de Software,1,0.0,0.75,0,95.0,No,Sí,2.0,1.0,2.0,20,2540,No,2021,Sí,23,,3.8
P0763,Ingeniería de Software,8,16.23,12.93,85,100.0,No,Sí,4.0,2.0,2.0,21,1300,No,2019,Sí,33,,10.94
P0764,Ciencia de la Computación,7,10.02,14.91,65,100.0,No,Sí,3.0,4.0,3.0,21,4758,No,2020,Sí,68,,9.72
P0765,Ingeniería de Software,4,11.34,15.03,43,80.0,No,Sí,1.0,7.0,1.0,21,4390,No,2021,Sí,68,,3.33
P0766,Ingeniería de Software,2,20.0,19.59,11,95.0,No,No,1.0,4.0,2.0,21,1346,No,2020,Sí,17,,14.15
P0767,Ingeniería de Sistemas,2,12.91,15.19,11,100.0,No,Sí,3.0,2.0,3.0,19,2039,No,2020,Sí,41,,7.34
P0768,Ciencia de la Computación,2,18.4,19.39,11,100.0,No,Sí,2.0,3.0,1.0,20,1083,No,2020,No,17,Exceso de carga laboral,9.58
P0769,Ingeniería de Sistemas,2,3.06,2.29,11,60.0,No,Sí,5.0,4.0,1.0,21,600,No,2020,Sí,14,,1.54
P0770,Ingeniería de Software,10,13.14,19.36,134,100.0,No,Sí,1.0,2.0,2.0,20,3908,No,2020,Sí,79,,7.6
P0771,Ciencia de la Computación,8,20.0,18.53,126,99.0,No,No,5.0,5.0,2.0,21,5881,No,2018,Sí,73,,13.05
P0772,Ingeniería de Sistemas,5,6.17,12.22,75,45.0,Sí,Sí,1.0,10.0,1.0,20,6887,No,2021,Sí,41,,0.9025970323220998
P0773,Ingeniería de Sistemas,3,18.29,17.76,23,50.0,No,No,4.0,3.0,1.0,26,5059,No,2014,Sí,75,,15.37
P0774,Ciencia de la Computación,10,14.68,16.12,104,70.0,No,Sí,4.0,1.0,2.0,26,660,No,2014,Sí,12,,1.850877917904068
P0775,Ciencia de la Computación,2,10.61,10.44,12,95.0,No,Sí,3.0,4.0,6.0,19,600,No,2020,Sí,18,,7.1
P0776,Ingeniería de Sistemas,10,7.23,12.25,134,100.0,No,Sí,2.0,1.0,2.0,22,4846,No,2021,Sí,60,,6.7
P0777,Ingeniería de Sistemas,8,14.62,15.47,88,90.0,No,No,2.0,4.0,0.0,22,2686,No,2018,Sí,46,,14.21
P0778,Ingeniería de Sistemas,2,7.0,7.04,5,90.0,No,Sí,3.0,2.0,2.0,21,2951,No,2019,Sí,40,,7.1
P0779,Ciencia de la Computación,3,12.21,14.62,24,90.0,No,Sí,2.0,3.0,1.0,19,2081,No,2020,No,41,Problemas económicos,9.49
P0780,Ciencia de la Computación,7,6.67,12.93,143,100.0,Sí,Sí,3.0,2.0,1.0,25,10000,No,2018,Sí,95,,7.43
P0781,Ciencia de la Computación,9,11.79,16.67,103,67.0,No,Sí,1.0,2.0,2.0,20,3755,No,2020,Sí,45,,8.4
P0782,Ingeniería de Software,2,19.33,20.0,11,100.0,No,No,2.0,1.0,2.0,21,2926,No,2019,Sí,49,,15.0
P0783,Ingeniería de Sistemas,8,13.4,18.67,89,100.0,No,Sí,5.0,3.0,4.0,20,9730,No,2020,Sí,100,,9.56
P0784,Ingeniería de Sistemas,5,5.7,14.53,42,100.0,Sí,Sí,2.0,8.0,8.0,24,3422,No,2019,Sí,30,,6.0
P0785,Ingeniería de Sistemas,8,7.04,12.15,99,88.0,Sí,Sí,4.0,7.0,1.0,25,3625,No,2018,Sí,32,,9.52
P0786,Ciencia de la Computación,2,15.91,16.49,12,95.0,No,Sí,2.0,1.0,2.0,20,1474,No,2020,Sí,28,,6.04
P0787,Ciencia de la Computación,2,16.79,17.79,12,95.0,No,No,6.0,2.0,2.0,18,1116,No,2020,Sí,20,,11.4
P0788,Ciencia de la Computación,8,8.1,13.29,143,20.699006594456343,No,Sí,5.0,3.0,4.0,25,5912,No,2018,Sí,73,,6.73
P0789,Ingeniería de Sistemas,4,12.45,15.4,36,97.0,No,Sí,5.0,2.0,2.0,21,2698,No,2020,Sí,60,,9.71
P0790,Ingeniería de Sistemas,5,15.88,16.01,48,95.0,No,No,2.0,3.0,1.0,22,2983,No,2020,Sí,56,,12.15
P0791,Ingeniería de Sistemas,2,15.52,16.02,11,98.0,No,Sí,5.0,2.0,2.0,19,1915,No,2020,Sí,41,,10.32
P0792,Ingeniería de Sistemas,4,13.41,16.27,36,80.0,No,Sí,3.0,2.0,1.0,22,2879,No,2019,Sí,57,,7.11
P0793,Ingeniería de Software,7,15.24,12.24,115,80.0,No,No,1.0,12.0,4.0,25,772,No,2013,No,28,Problemas económicos,12.35
P0794,Ingeniería de Software,6,7.69,12.94,70,68.0,No,Sí,4.0,3.0,4.0,20,4318,No,2021,Sí,54,,5.2
P0795,Ingeniería de Sistemas,7,20.0,19.91,75,97.0,No,No,6.0,1.0,1.0,22,2556,No,2019,Sí,28,,12.76
P0796,Ingeniería de Sistemas,9,14.26,16.03,105,80.0,No,No,4.0,2.0,2.0,22,10000,No,2018,Sí,86,,13.0
P0797,Ingeniería de Software,1,0.35,0.0,0,85.0,No,Sí,4.0,2.0,2.0,20,1612,No,2018,No,11,Bajo rendimiento,1.76
P0798,Ingeniería de Sistemas,8,5.85,12.08,143,76.0,Sí,Sí,2.0,3.0,4.0,24,3232,No,2019,Sí,12,,4.42
P0799,Ingeniería de Sistemas,2,8.17,9.18,11,95.0,No,Sí,2.0,10.0,2.0,20,2015,No,2020,Sí,40,,5.49
P0800,Ingeniería de Sistemas,7,11.81,16.86,97,80.0,No,Sí,4.0,6.0,3.0,20,3319,No,2021,No,46,Bajo rendimiento,10.58
P0801,Ingeniería de Sistemas,4,18.13,16.28,25,98.0,No,No,2.0,3.0,2.0,22,2419,No,2020,Sí,36,,12.65
P0802,Ingeniería de Software,3,15.06,17.43,25,85.0,No,No,2.0,3.0,1.0,19,1236,No,2020,Sí,20,,12.5
P0803,Ingeniería de Sistemas,7,17.57,13.76,80,80.0,No,Sí,2.0,2.0,1.0,22,2120,No,2019,No,44,Salud u otros,8.03
P0804,Ciencia de la Computación,7,19.89,19.29,75,97.0,No,No,6.0,1.0,1.0,22,2527,No,2019,Sí,36,,12.48
P0805,Ciencia de la Computación,8,6.22,13.1,143,100.0,Sí,Sí,3.0,2.0,1.0,25,8537,No,2018,Sí,92,,5.2
P0806,Ingeniería de Software,2,17.73,17.6,11,88.0,No,No,8.0,2.0,2.0,20,1920,No,2020,Sí,31,,15.16
P0807,Ingeniería de Sistemas,2,14.8,15.34,11,99.0,No,Sí,3.0,1.0,3.0,21,3619,No,2020,Sí,55,,8.86
P0808,Ciencia de la Computación,1,15.4,16.79,11,92.0,No,Sí,3.0,2.0,1.0,19,2783,No,2021,Sí,38,,9.38
P0809,Ingeniería de Sistemas,2,14.95,14.87,12,100.0,No,No,3.0,3.0,1.0,20,5483,No,2020,Sí,76,,12.71
P0810,Ingeniería de Software,7,12.01,19.98,136,100.0,No,Sí,4.0,2.0,3.0,21,4196,No,2018,Sí,74,,6.99
P0811,Ingeniería de Software,3,17.82,18.13,25,88.0,No,No,3.0,2.0,2.0,21,2045,No,2020,Sí,42,,11.42
P0812,Ingeniería de Sistemas,7,13.93,15.44,126,100.0,No,Sí,2.0,1.0,2.0,22,2244,No,2018,No,46,Salud u otros,8.61
P0813,Ingeniería de Sistemas,2,2.36,1.29,11,60.0,No,Sí,5.0,4.0,1.0,21,600,No,2020,No,15,Falta de motivación,2.24
P0814,Ciencia de la Computación,9,13.55,15.73,100,99.0,No,Sí,3.0,2.0,2.0,22,894,No,2019,Sí,45,,10.48
P0815,Ingeniería de Sistemas,10,17.81,16.04,110,98.0,No,Sí,6.0,6.0,3.0,23,2904,No,2018,Sí,61,,8.53
P0816,Ingeniería de Software,10,19.3,15.89,117,70.0,No,No,1.0,1.0,6.0,22,1047,No,2018,No,29,Problemas económicos,11.94
